doctor_id,molecule_id,month,proximity_score,leakage_score,hybrid_score,high_leakage_doctor
DOC004,MOL01,2025-04,10.700000000000001,0.0,3.711604095563141,0.0
DOC004,MOL02,2025-01,116.69999999999999,264.833074703232,86.75894746268754,0.0
DOC004,MOL02,2025-02,0.0,158.524785766023,83.6104894473617,1.0
DOC004,MOL02,2025-03,1.4000000000000001,36.18700392763959,8.277398169868185,0.0
DOC004,MOL02,2025-04,19.8,86.49724495717922,29.758561154319075,0.0
DOC004,MOL02,2025-05,87.69999999999999,70.33122542690776,58.27860118510828,0.0
DOC004,MOL02,2025-06,0.0,217.43837683367877,89.19398724738056,1.0
DOC004,MOL03,2025-01,46.3,0.0,30.322128851540615,0.0
DOC004,MOL03,2025-03,13.100000000000001,0.0,0.46125461254612476,0.0
DOC004,MOL03,2025-04,61.8,0.0,37.68277222788007,0.0
DOC004,MOL03,2025-05,169.8,0.0,100.0,0.0
DOC004,MOL04,2025-01,213.6,0.0,100.0,0.0
DOC004,MOL04,2025-02,27.6,0.0,12.967048135557677,0.0
DOC004,MOL05,2025-01,0.0,188.86395555338044,79.55484806878235,1.0
DOC004,MOL05,2025-02,0.0,111.04084482781012,45.00414769015516,1.0
DOC004,MOL05,2025-03,0.0,95.17880575958762,30.283996613620246,1.0
DOC004,MOL05,2025-04,14.399999999999999,159.88742214033323,31.679144315587404,0.0
DOC004,MOL05,2025-05,14.200000000000001,154.96763573191473,34.69806564116267,0.0
DOC004,MOL05,2025-06,0.0,198.65744587209235,42.715305536085864,1.0
DOC005,MOL01,2025-01,93.6,0.0,75.47638773819388,0.0
DOC005,MOL01,2025-02,14.399999999999999,0.0,7.270628967109059,0.0
DOC005,MOL01,2025-03,14.7,0.0,5.770117004394973,0.0
DOC005,MOL02,2025-01,0.0,28.5489453067787,7.7216857760239135,1.0
DOC005,MOL02,2025-02,0.0,34.37700762694605,14.398478635059469,1.0
DOC005,MOL02,2025-03,0.0,18.52486156797319,7.492563870697479,1.0
DOC005,MOL02,2025-04,93.0,49.14774511066801,67.54542104308328,0.0
DOC005,MOL02,2025-05,0.0,65.40339275918619,25.001402136846444,1.0
DOC005,MOL02,2025-06,76.2,30.55352180959392,41.31336330788288,0.0
DOC005,MOL03,2025-01,145.79999999999998,0.0,100.0,0.0
DOC005,MOL03,2025-02,12.700000000000001,0.0,1.7654014689919124,0.0
DOC005,MOL03,2025-05,30.9,0.0,13.673088875077683,0.0
DOC005,MOL03,2025-06,53.699999999999996,0.0,38.95994706201505,0.0
DOC005,MOL04,2025-02,57.599999999999994,0.0,32.32085132295718,0.0
DOC005,MOL04,2025-03,19.700000000000003,0.0,10.452615608966925,0.0
DOC005,MOL04,2025-04,55.199999999999996,0.0,39.20597802364539,0.0
DOC005,MOL04,2025-05,37.5,0.0,13.834618331404297,0.0
DOC005,MOL05,2025-01,30.599999999999998,37.72328301619188,22.2547647499996,0.0
DOC005,MOL05,2025-02,22.8,30.965096240712516,15.486299225112868,0.0
DOC005,MOL05,2025-03,0.0,18.852582115619,5.04384329220205,1.0
DOC005,MOL05,2025-04,76.8,132.4220471924696,57.349423553339776,0.0
DOC005,MOL05,2025-05,0.0,52.23566971729454,16.58465224920708,1.0
DOC005,MOL05,2025-06,0.0,129.62646527871928,27.130932448068464,1.0
DOC006,MOL01,2025-02,59.699999999999996,0.0,33.410271206001156,0.0
DOC006,MOL01,2025-04,16.7,0.0,6.271331058020478,0.0
DOC006,MOL02,2025-01,0.0,42.33989900614322,12.263016297503833,1.0
DOC006,MOL02,2025-02,6.4,54.96890968608397,14.718545388221527,0.0
DOC006,MOL02,2025-03,0.0,26.30950453265532,12.575582456843174,1.0
DOC006,MOL02,2025-04,16.0,64.93480660965166,21.142480087636084,0.0
DOC006,MOL02,2025-05,8.3,61.437190894920846,13.458789142803933,0.0
DOC006,MOL02,2025-06,0.0,47.24130680211477,17.244264131099037,1.0
DOC006,MOL03,2025-01,0.0,39.89080119502395,16.522316150804826,1.0
DOC006,MOL03,2025-02,76.2,69.62535518922982,63.35594972704525,0.0
DOC006,MOL03,2025-03,13.4,58.29797992394253,15.917788004492369,0.0
DOC006,MOL03,2025-04,45.3,88.7446078516525,39.76351641325441,0.0
DOC006,MOL03,2025-05,0.0,119.84847703309703,44.126155804059245,1.0
DOC006,MOL03,2025-06,0.0,80.9110971996653,39.14980303749686,1.0
DOC006,MOL04,2025-01,9.0,0.0,3.717647058823529,0.0
DOC006,MOL04,2025-03,118.19999999999999,0.0,88.45130026678827,0.0
DOC006,MOL05,2025-02,27.6,0.0,15.194132032059255,0.0
DOC006,MOL05,2025-04,15.9,0.0,0.0,0.0
DOC007,MOL01,2025-01,27.0,0.0,20.298260149130076,0.0
DOC007,MOL01,2025-03,19.6,0.0,9.26068161199193,0.0
DOC007,MOL01,2025-04,48.599999999999994,0.0,19.880546075085327,0.0
DOC007,MOL01,2025-05,56.699999999999996,0.0,18.12910707383069,0.0
DOC007,MOL01,2025-06,27.599999999999998,0.0,19.341157925014333,0.0
DOC007,MOL02,2025-01,34.199999999999996,0.0,15.213557718059786,0.0
DOC007,MOL02,2025-03,12.700000000000001,0.0,7.8354554358472095,0.0
DOC007,MOL02,2025-04,15.0,0.0,4.926855735334676,0.0
DOC007,MOL02,2025-05,102.39999999999999,0.0,65.71978989398363,0.0
DOC007,MOL03,2025-01,0.0,47.96094773526851,20.28989156641854,1.0
DOC007,MOL03,2025-02,1.0,58.56635569902819,8.473835554040212,0.0
DOC007,MOL03,2025-03,0.0,45.83216951280542,16.563449884874178,1.0
DOC007,MOL03,2025-04,34.5,65.00463804855744,28.50470240269666,0.0
DOC007,MOL03,2025-05,0.0,61.76264194624918,20.059101697223607,1.0
DOC007,MOL03,2025-06,0.0,75.89935555646755,36.5147532519708,1.0
DOC007,MOL04,2025-01,1.1,0.0,0.0,0.0
DOC007,MOL04,2025-02,9.700000000000001,0.0,1.419278900409298,0.0
DOC007,MOL04,2025-03,48.3,0.0,33.099949428395256,0.0
DOC007,MOL04,2025-05,53.1,0.0,22.77793139880345,0.0
DOC007,MOL04,2025-06,117.6,0.0,81.68013259049036,0.0
DOC007,MOL05,2025-01,0.0,47.492333159198665,19.238644288654484,1.0
DOC007,MOL05,2025-02,0.0,65.59869310709988,25.552470191392405,1.0
DOC007,MOL05,2025-03,0.0,86.31551199448643,27.353013225689953,1.0
DOC007,MOL05,2025-04,0.0,87.94722394742655,27.85624682634792,1.0
DOC007,MOL05,2025-05,15.899999999999999,58.49161746579781,14.661385632618106,0.0
DOC007,MOL05,2025-06,68.6,79.80139606481907,24.942777145443696,0.0
DOC008,MOL02,2025-01,26.0,0.0,11.16319494896595,0.0
DOC008,MOL02,2025-03,37.3,0.0,31.929480901077373,0.0
DOC008,MOL02,2025-04,69.3,0.0,51.05241891269209,0.0
DOC008,MOL02,2025-06,124.5,0.0,76.22067216233354,0.0
DOC008,MOL03,2025-01,0.0,123.14058659102099,55.38776218068207,1.0
DOC008,MOL03,2025-02,0.0,43.54225263647275,16.178287730108586,1.0
DOC008,MOL03,2025-03,61.199999999999996,108.42409960772719,65.62856691504525,0.0
DOC008,MOL03,2025-04,0.0,97.3525218370939,39.82343059994902,1.0
DOC008,MOL03,2025-05,0.0,99.67476865834584,35.76746163594192,1.0
DOC008,MOL03,2025-06,0.0,56.73484728028225,26.438528853728847,1.0
DOC008,MOL04,2025-01,100.2,0.0,46.635294117647064,0.0
DOC008,MOL04,2025-04,67.2,0.0,48.306011607470246,0.0
DOC008,MOL04,2025-05,80.39999999999999,0.0,38.42872926675197,0.0
DOC008,MOL04,2025-06,22.5,0.0,12.63319384066251,0.0
DOC008,MOL05,2025-01,0.0,149.0784874600771,62.58037780124568,1.0
DOC008,MOL05,2025-02,30.0,32.57039217165553,19.425525991027975,0.0
DOC008,MOL05,2025-03,31.799999999999997,57.46907321630242,20.580203904811906,0.0
DOC008,MOL05,2025-04,75.6,182.5074783385701,67.62439772676447,0.0
DOC008,MOL05,2025-05,0.0,92.20881285820191,33.90028713805584,1.0
DOC008,MOL05,2025-06,0.0,133.70062077229557,28.050710186769507,1.0
DOC009,MOL01,2025-03,63.599999999999994,0.0,40.60452706796462,0.0
DOC009,MOL01,2025-05,64.5,0.0,21.144182450715114,0.0
DOC009,MOL01,2025-06,79.2,0.0,62.7326252698291,0.0
DOC009,MOL02,2025-01,0.0,87.8196917432002,27.239411358339606,1.0
DOC009,MOL02,2025-02,0.0,57.9638873046594,27.548092713964365,1.0
DOC009,MOL02,2025-03,0.0,48.0398542871159,26.76451471571394,1.0
DOC009,MOL02,2025-04,58.5,59.31986395514065,47.631896639345044,0.0
DOC009,MOL02,2025-05,0.0,73.10498010359453,28.55705160733945,1.0
DOC009,MOL02,2025-06,20.099999999999998,46.10778201235306,16.93252631840056,0.0
DOC009,MOL03,2025-01,0.0,41.748328279160845,17.389509000541945,1.0
DOC009,MOL03,2025-02,0.0,52.84507814325823,21.65269500192675,1.0
DOC009,MOL03,2025-03,56.4,75.90274144530599,52.18411483557994,0.0
DOC009,MOL03,2025-04,0.0,82.11269355968597,32.811477269429254,1.0
DOC009,MOL03,2025-05,0.0,70.99801930239143,23.885651254357327,1.0
DOC009,MOL03,2025-06,0.0,52.66863878838958,24.300617010446064,1.0
DOC009,MOL04,2025-01,38.2,0.0,17.458823529411767,0.0
DOC009,MOL04,2025-02,68.39999999999999,0.0,39.28822047042101,0.0
DOC009,MOL04,2025-03,111.5,0.0,83.14580598041871,0.0
DOC009,MOL04,2025-06,127.19999999999999,0.0,88.65017057154553,0.0
DOC009,MOL05,2025-06,38.7,0.0,10.971892990179478,0.0
DOC010,MOL01,2025-01,0.0,50.794507596480756,25.984262687920882,1.0
DOC010,MOL01,2025-02,0.0,80.74492886023111,30.023053995087945,1.0
DOC010,MOL01,2025-03,0.0,88.70793285003501,37.42641921145714,1.0
DOC010,MOL01,2025-04,19.200000000000003,79.33216082129199,16.799226510422642,0.0
DOC010,MOL01,2025-05,0.0,122.8304443692446,27.865080368314548,1.0
DOC010,MOL01,2025-06,0.0,49.02422273162263,23.61539838610991,1.0
DOC010,MOL02,2025-02,118.8,0.0,94.57936187269712,0.0
DOC010,MOL02,2025-04,11.4,0.0,1.868807347885566,0.0
DOC010,MOL02,2025-06,15.0,0.0,6.785034876347494,0.0
DOC010,MOL03,2025-01,90.6,0.0,61.34453781512603,0.0
DOC010,MOL03,2025-02,18.0,0.0,6.443715361820476,0.0
DOC010,MOL03,2025-05,8.899999999999999,0.0,0.0,0.0
DOC010,MOL03,2025-06,24.000000000000004,0.0,15.53665905104649,0.0
DOC010,MOL04,2025-01,0.0,53.83165435883766,16.370715092968677,1.0
DOC010,MOL04,2025-02,40.6,38.38039866909603,23.78662665554192,0.0
DOC010,MOL04,2025-03,0.0,91.18504452416401,42.990364520716824,1.0
DOC010,MOL04,2025-04,25.4,36.631009623171224,21.586714506059106,0.0
DOC010,MOL04,2025-05,10.700000000000001,61.314541212539496,8.82430067787187,0.0
DOC010,MOL04,2025-06,116.39999999999999,89.44269615508667,83.67499041226992,0.0
DOC010,MOL05,2025-03,93.9,0.0,45.386904761904766,0.0
DOC010,MOL05,2025-04,107.1,0.0,59.45241199478488,0.0
DOC010,MOL05,2025-06,9.6,0.0,1.1175076193701319,0.0
DOC011,MOL01,2025-01,2.5,0.0,0.0,0.0
DOC011,MOL01,2025-02,175.1,0.0,100.0,0.0
DOC011,MOL01,2025-05,70.5,0.0,23.46347120216467,0.0
DOC011,MOL02,2025-01,9.6,0.0,3.062469410778269,0.0
DOC011,MOL02,2025-02,15.6,0.0,8.278830084347492,0.0
DOC011,MOL02,2025-03,17.5,0.0,12.536728697355533,0.0
DOC011,MOL02,2025-05,72.6,0.0,45.08280634455569,0.0
DOC011,MOL03,2025-01,0.0,67.72448691543124,29.516567187409542,1.0
DOC011,MOL03,2025-02,66.6,73.17287727420083,57.80891769282361,0.0
DOC011,MOL03,2025-03,0.0,51.1450508326417,19.830904571120353,1.0
DOC011,MOL03,2025-04,0.0,43.14385220794447,14.881636333628661,1.0
DOC011,MOL03,2025-05,0.0,72.22347598103391,24.393402105255397,1.0
DOC011,MOL03,2025-06,52.8,50.2255892336834,42.20019202863076,0.0
DOC011,MOL04,2025-01,67.4,87.36343627022903,37.855702421473836,0.0
DOC011,MOL04,2025-02,0.0,36.58766185064417,10.897336015249957,1.0
DOC011,MOL04,2025-03,0.0,82.37956143682732,38.3418630074244,1.0
DOC011,MOL04,2025-04,0.0,60.612922986177644,27.989136581829182,1.0
DOC011,MOL04,2025-05,0.0,63.99498672222564,16.794697004896324,1.0
DOC011,MOL04,2025-06,31.2,78.3612224124942,32.88048195721075,0.0
DOC011,MOL05,2025-04,169.29999999999998,0.0,100.0,0.0
DOC011,MOL05,2025-05,163.2,0.0,100.0,0.0
DOC012,MOL01,2025-02,22.5,0.0,11.944604731679169,0.0
DOC012,MOL01,2025-03,17.6,0.0,7.8359613639931744,0.0
DOC012,MOL01,2025-04,100.2,0.0,41.894197952218434,0.0
DOC012,MOL02,2025-02,38.4,0.0,27.34522664223869,0.0
DOC012,MOL02,2025-04,96.0,0.0,73.73294445293965,0.0
DOC012,MOL02,2025-05,49.8,0.0,29.293436380563836,0.0
DOC012,MOL03,2025-01,0.0,50.7846775540886,21.608159455690288,1.0
DOC012,MOL03,2025-02,27.0,42.53497853956608,21.607036498189906,0.0
DOC012,MOL03,2025-03,95.69999999999999,57.366897293276395,74.68231774085989,0.0
DOC012,MOL03,2025-04,0.0,75.31635225584057,29.68443232027493,1.0
DOC012,MOL03,2025-05,0.0,140.60899849641964,52.72798777560372,1.0
DOC012,MOL03,2025-06,0.0,84.4013426068374,40.984887737859424,1.0
DOC012,MOL05,2025-01,0.0,75.06877934069507,31.00413526376068,1.0
DOC012,MOL05,2025-02,0.0,30.6593729150818,10.596567738133258,1.0
DOC012,MOL05,2025-03,2.4000000000000004,37.91911703566937,6.00514501251147,0.0
DOC012,MOL05,2025-04,95.39999999999999,104.1121102346111,60.62844637866387,0.0
DOC012,MOL05,2025-05,13.100000000000001,76.09182270790285,17.058368935362687,0.0
DOC012,MOL05,2025-06,0.0,103.32058738861092,21.19214073566111,1.0
DOC013,MOL01,2025-04,87.0,0.0,36.262798634812285,0.0
DOC013,MOL02,2025-01,9.6,104.22903626489725,19.16991194019578,0.0
DOC013,MOL02,2025-02,60.0,120.44167867389456,67.83112492192117,0.0
DOC013,MOL02,2025-03,0.0,30.03512677736182,15.008244712609741,1.0
DOC013,MOL02,2025-04,0.0,80.31824555837377,37.669632141801635,1.0
DOC013,MOL02,2025-05,33.6,52.59048308176124,25.043806651317645,0.0
DOC013,MOL02,2025-06,21.3,60.60435413645117,20.58853395401631,0.0
DOC013,MOL03,2025-02,45.6,0.0,30.80625563390885,0.0
DOC013,MOL03,2025-05,29.4,0.0,12.7408328154133,0.0
DOC013,MOL04,2025-01,0.0,81.65455313311124,25.099467649603525,1.0
DOC013,MOL04,2025-02,163.8,105.32487975384286,100.0,0.0
DOC013,MOL04,2025-03,0.0,20.184883706401948,5.508678197337959,1.0
DOC013,MOL04,2025-04,0.0,90.92683948538337,43.314562037386644,1.0
DOC013,MOL04,2025-05,52.8,22.26621485047066,20.134344400953488,0.0
DOC013,MOL04,2025-06,0.0,126.86402333898431,57.70321323243882,1.0
DOC013,MOL05,2025-01,37.199999999999996,0.0,22.78311041008033,0.0
DOC013,MOL05,2025-03,67.3,0.0,32.192460317460316,0.0
DOC014,MOL01,2025-01,15.0,0.0,10.35625517812759,0.0
DOC014,MOL01,2025-02,82.2,0.0,46.393537218695904,0.0
DOC014,MOL01,2025-05,268.5,0.0,100.0,0.0
DOC014,MOL02,2025-01,3.4000000000000004,0.0,0.0,0.0
DOC014,MOL02,2025-03,105.0,0.0,98.23702252693437,0.0
DOC014,MOL02,2025-05,42.0,0.0,23.891809813935048,0.0
DOC014,MOL03,2025-01,0.0,64.58768700086416,28.052141456986067,1.0
DOC014,MOL03,2025-02,0.0,63.449177087272936,27.89285895295979,1.0
DOC014,MOL03,2025-03,0.0,47.73273615858882,17.732310060632727,1.0
DOC014,MOL03,2025-04,0.0,46.94131205558559,16.62887460570657,1.0
DOC014,MOL03,2025-05,6.9,80.9016133911488,14.564245575129231,0.0
DOC014,MOL03,2025-06,52.8,56.79768495783989,43.927914710814505,0.0
DOC014,MOL04,2025-01,174.9,69.33309969132932,74.3738195594242,0.0
DOC014,MOL04,2025-02,4.7,39.324198722792715,5.976210435056776,0.0
DOC014,MOL04,2025-03,0.0,93.07859356254632,43.98998776490566,1.0
DOC014,MOL04,2025-04,0.0,75.0772480573396,35.301683465992156,1.0
DOC014,MOL04,2025-05,0.0,65.90274314397655,17.523827899599727,1.0
DOC014,MOL04,2025-06,0.0,78.14303322105195,34.12077214934142,1.0
DOC014,MOL05,2025-02,8.6,0.0,2.994603890831665,0.0
DOC014,MOL05,2025-04,105.9,0.0,58.67014341590614,0.0
DOC014,MOL05,2025-05,55.199999999999996,0.0,29.824561403508774,0.0
DOC015,MOL01,2025-01,0.0,55.782472516951785,28.739283356504714,1.0
DOC015,MOL01,2025-02,30.1,14.908593026653211,15.337935441428455,0.0
DOC015,MOL01,2025-03,0.0,133.1330859267573,58.52422424774066,1.0
DOC015,MOL01,2025-04,0.0,53.119616277176654,14.254725903633862,1.0
DOC015,MOL01,2025-05,0.0,90.15760345370191,19.445330100167997,1.0
DOC015,MOL01,2025-06,42.6,160.56137240980274,69.00066635965597,0.0
DOC015,MOL02,2025-01,33.0,0.0,14.620821703070447,0.0
DOC015,MOL02,2025-03,46.8,0.0,41.234084231145935,0.0
DOC015,MOL02,2025-05,94.8,0.0,60.45666657265302,0.0
DOC015,MOL03,2025-01,0.0,14.4286966813785,4.6352458829964975,1.0
DOC015,MOL03,2025-02,0.0,93.87434064202992,45.79706843092218,1.0
DOC015,MOL03,2025-03,61.8,60.10655866286031,51.201278801617555,0.0
DOC015,MOL03,2025-04,0.0,98.25562454327144,40.23895457522705,1.0
DOC015,MOL03,2025-05,0.0,25.1343249827275,4.882670388534285,1.0
DOC015,MOL03,2025-06,77.7,130.519328700257,78.58219448026375,0.0
DOC015,MOL04,2025-01,11.9,0.0,5.082352941176471,0.0
DOC015,MOL04,2025-02,9.9,0.0,1.5483042549919612,0.0
DOC015,MOL04,2025-05,35.699999999999996,0.0,12.802697592858237,0.0
DOC015,MOL05,2025-02,11.8,0.0,5.0492612619857855,0.0
DOC015,MOL05,2025-05,52.8,0.0,28.26510721247563,0.0
DOC016,MOL01,2025-01,0.0,118.96106079812984,63.63494106497091,1.0
DOC016,MOL01,2025-02,0.0,144.72770208946523,54.63654629331225,1.0
DOC016,MOL01,2025-03,0.0,137.52256027726435,60.60881524282019,1.0
DOC016,MOL01,2025-04,0.0,172.1287845296911,48.102612209809756,1.0
DOC016,MOL01,2025-05,0.0,127.25066761506747,29.004166374195968,1.0
DOC016,MOL01,2025-06,0.0,78.88953224099527,40.358287304956534,1.0
DOC016,MOL02,2025-01,14.5,51.30980235085362,12.33930433229182,0.0
DOC016,MOL02,2025-02,50.4,51.21844024166205,42.29128577181646,0.0
DOC016,MOL02,2025-03,0.0,33.205697045015825,17.078483215811836,1.0
DOC016,MOL02,2025-04,29.4,70.06199361540268,31.447495415043104,0.0
DOC016,MOL02,2025-05,0.0,58.42123865434099,21.777898794536352,1.0
DOC016,MOL02,2025-06,12.9,49.6986678207223,14.140492035663133,0.0
DOC016,MOL03,2025-01,7.1000000000000005,0.0,2.8711484593837535,0.0
DOC016,MOL03,2025-04,22.900000000000002,0.0,10.835522417174309,0.0
DOC016,MOL03,2025-05,58.8,0.0,31.0130515848353,0.0
DOC016,MOL04,2025-02,7.5,0.0,0.0,0.0
DOC016,MOL04,2025-04,92.39999999999999,0.0,67.41608213350241,0.0
DOC016,MOL04,2025-06,15.299999999999999,0.0,7.405665354871125,0.0
DOC016,MOL05,2025-01,53.199999999999996,0.0,33.02271059438609,0.0
DOC017,MOL01,2025-01,58.199999999999996,0.0,46.147473073736535,0.0
DOC017,MOL01,2025-03,16.400000000000002,0.0,6.981129215193918,0.0
DOC017,MOL01,2025-06,4.800000000000001,0.0,0.16818398195664694,0.0
DOC017,MOL02,2025-01,54.0,0.0,24.993701965383934,0.0
DOC017,MOL04,2025-01,0.0,77.3048242846553,23.73484683440166,1.0
DOC017,MOL04,2025-02,0.0,91.45534795890374,34.495078199411516,1.0
DOC017,MOL04,2025-03,162.2,19.8858759067787,100.0,0.0
DOC017,MOL04,2025-04,0.0,84.50619684464812,40.06855850069616,1.0
DOC017,MOL04,2025-05,86.4,20.45743206353855,34.77065281440727,0.0
DOC017,MOL04,2025-06,5.7,113.99661130451565,27.10488314381763,0.0
DOC017,MOL05,2025-01,0.0,63.10021950073434,25.897749116129994,1.0
DOC017,MOL05,2025-02,0.0,60.888224110639015,23.536136890315067,1.0
DOC017,MOL05,2025-03,0.0,23.521764021621923,6.587884927785027,1.0
DOC017,MOL05,2025-04,0.0,184.51810736689,69.82534001168624,1.0
DOC017,MOL05,2025-05,0.0,119.42080287866332,45.68802377243376,1.0
DOC017,MOL05,2025-06,129.3,101.08240779106907,43.332476328148665,0.0
DOC018,MOL01,2025-02,16.5,0.0,8.482400461627236,0.0
DOC018,MOL01,2025-06,13.799999999999999,0.0,7.736463170005732,0.0
DOC018,MOL02,2025-05,150.1,0.0,98.75281389759817,0.0
DOC018,MOL03,2025-01,59.7,0.0,39.705882352941174,0.0
DOC018,MOL03,2025-02,101.39999999999999,0.0,80.06095661878318,0.0
DOC018,MOL03,2025-05,19.3,0.0,6.463642013673088,0.0
DOC018,MOL03,2025-06,18.8,0.0,11.435611991887008,0.0
DOC018,MOL04,2025-01,36.0,26.481609837357908,16.812801543114965,0.0
DOC018,MOL04,2025-02,0.0,46.86848462602849,15.318958695234905,1.0
DOC018,MOL04,2025-03,111.6,56.24363845568103,78.43253114714837,0.0
DOC018,MOL04,2025-04,0.0,7.63028576606554,1.2033711339053703,1.0
DOC018,MOL04,2025-05,14.700000000000001,88.4715758271342,15.797479833916919,0.0
DOC018,MOL04,2025-06,0.0,81.34318827285381,35.66974452825284,1.0
DOC018,MOL05,2025-01,19.8,101.01751847828716,30.381217676221645,0.0
DOC018,MOL05,2025-02,0.0,58.01133350040644,22.30467345316539,1.0
DOC018,MOL05,2025-03,21.9,35.356538539569705,13.104586398738377,0.0
DOC018,MOL05,2025-04,0.0,56.68459699601686,14.269707516739183,1.0
DOC018,MOL05,2025-05,0.0,15.54802521368267,0.6922353102372397,1.0
DOC018,MOL05,2025-06,278.4,28.20278884275057,74.3766552480811,0.0
DOC019,MOL01,2025-02,1.8,0.0,0.0,0.0
