order_id,distributor_id,chemist_id,molecule_id,month,units_ordered,order_type,first_time_flag
ORD0151,DIST004,CHEM040,MOL04,2025-05,191,new_sku,1
ORD0152,DIST005,CHEM106,MOL01,2025-05,173,new_sku,1
ORD0153,DIST002,CHEM081,MOL05,2025-05,29,routine,0
ORD0154,DIST002,CHEM148,MOL03,2025-03,53,routine,0
ORD0155,DIST005,CHEM072,MOL01,2025-03,212,new_sku,1
ORD0156,DIST002,CHEM043,MOL05,2025-05,219,new_sku,1
ORD0157,DIST001,CHEM030,MOL03,2025-06,181,demand_spike,0
ORD0158,DIST002,CHEM070,MOL04,2025-01,274,demand_spike,0
ORD0159,DIST005,CHEM096,MOL04,2025-03,130,new_sku,1
ORD0160,DIST001,CHEM078,MOL02,2025-01,211,new_sku,1
ORD0161,DIST001,CHEM052,MOL01,2025-04,279,new_sku,1
ORD0162,DIST003,CHEM124,MOL05,2025-02,117,routine,0
ORD0163,DIST002,CHEM124,MOL05,2025-03,187,routine,0
ORD0164,DIST002,CHEM026,MOL05,2025-06,87,new_sku,1
ORD0165,DIST001,CHEM010,MOL04,2025-04,287,routine,0
ORD0166,DIST003,CHEM002,MOL03,2025-01,64,new_sku,1
ORD0167,DIST003,CHEM120,MOL01,2025-01,286,routine,0
ORD0168,DIST003,CHEM006,MOL05,2025-03,127,new_sku,1
ORD0169,DIST005,CHEM052,MOL02,2025-03,161,new_sku,1
ORD0170,DIST003,CHEM082,MOL04,2025-06,80,new_sku,1
ORD0171,DIST001,CHEM039,MOL02,2025-03,78,demand_spike,0
ORD0172,DIST005,CHEM144,MOL05,2025-01,125,new_sku,1
ORD0173,DIST002,CHEM090,MOL05,2025-03,158,new_sku,1
ORD0174,DIST001,CHEM073,MOL05,2025-02,107,routine,0
ORD0175,DIST004,CHEM080,MOL05,2025-03,296,routine,0
ORD0176,DIST001,CHEM013,MOL02,2025-01,261,new_sku,1
ORD0177,DIST004,CHEM028,MOL04,2025-01,64,routine,0
ORD0178,DIST005,CHEM101,MOL02,2025-06,248,demand_spike,0
ORD0179,DIST005,CHEM092,MOL03,2025-03,121,new_sku,1
ORD0180,DIST001,CHEM021,MOL04,2025-05,87,new_sku,1
ORD0181,DIST004,CHEM120,MOL01,2025-04,178,routine,0
ORD0182,DIST005,CHEM121,MOL02,2025-02,93,new_sku,1
ORD0183,DIST003,CHEM067,MOL03,2025-04,113,new_sku,1
ORD0184,DIST001,CHEM084,MOL04,2025-04,35,new_sku,1
ORD0185,DIST004,CHEM122,MOL01,2025-03,265,new_sku,1
ORD0186,DIST005,CHEM044,MOL03,2025-03,85,routine,0
ORD0187,DIST003,CHEM027,MOL04,2025-06,74,new_sku,1
ORD0188,DIST004,CHEM143,MOL01,2025-03,292,new_sku,1
ORD0189,DIST005,CHEM103,MOL05,2025-04,142,new_sku,1
ORD0190,DIST004,CHEM063,MOL05,2025-02,266,new_sku,1
ORD0191,DIST004,CHEM017,MOL03,2025-02,240,new_sku,1
ORD0192,DIST002,CHEM146,MOL03,2025-05,140,new_sku,1
ORD0193,DIST005,CHEM020,MOL05,2025-04,78,new_sku,1
ORD0194,DIST004,CHEM119,MOL03,2025-05,69,new_sku,1
ORD0195,DIST005,CHEM046,MOL03,2025-04,55,new_sku,1
ORD0196,DIST004,CHEM028,MOL05,2025-04,187,new_sku,1
ORD0197,DIST005,CHEM016,MOL01,2025-02,91,new_sku,1
ORD0198,DIST004,CHEM001,MOL02,2025-06,96,new_sku,1
ORD0199,DIST002,CHEM137,MOL03,2025-04,248,new_sku,1
ORD0200,DIST004,CHEM053,MOL03,2025-03,175,new_sku,1
ORD0201,DIST005,CHEM089,MOL01,2025-05,24,new_sku,1
ORD0202,DIST001,CHEM131,MOL04,2025-02,170,new_sku,1
ORD0203,DIST005,CHEM095,MOL05,2025-01,20,new_sku,1
ORD0204,DIST002,CHEM092,MOL01,2025-03,35,new_sku,1
ORD0205,DIST004,CHEM111,MOL05,2025-04,182,new_sku,1
ORD0206,DIST002,CHEM104,MOL04,2025-04,299,new_sku,1
ORD0207,DIST005,CHEM045,MOL04,2025-02,116,routine,0
ORD0208,DIST003,CHEM099,MOL03,2025-04,98,new_sku,1
ORD0209,DIST001,CHEM033,MOL02,2025-01,56,new_sku,1
ORD0210,DIST002,CHEM037,MOL04,2025-06,243,new_sku,1
ORD0211,DIST004,CHEM022,MOL02,2025-06,232,new_sku,1
ORD0212,DIST005,CHEM109,MOL05,2025-02,252,new_sku,1
ORD0213,DIST003,CHEM109,MOL05,2025-04,216,routine,0
ORD0214,DIST005,CHEM058,MOL02,2025-04,23,new_sku,1
ORD0215,DIST003,CHEM128,MOL02,2025-06,276,new_sku,1
ORD0216,DIST001,CHEM106,MOL05,2025-05,207,new_sku,1
ORD0217,DIST001,CHEM010,MOL05,2025-04,208,routine,0
ORD0218,DIST002,CHEM149,MOL04,2025-06,60,new_sku,1
ORD0219,DIST001,CHEM135,MOL03,2025-04,284,new_sku,1
ORD0220,DIST004,CHEM134,MOL05,2025-01,145,new_sku,1
ORD0221,DIST005,CHEM020,MOL05,2025-05,179,routine,0
ORD0222,DIST004,CHEM014,MOL03,2025-05,25,demand_spike,0
ORD0223,DIST004,CHEM117,MOL05,2025-04,189,new_sku,1
ORD0224,DIST001,CHEM091,MOL03,2025-03,105,routine,0
ORD0225,DIST004,CHEM078,MOL05,2025-03,51,new_sku,1
ORD0226,DIST003,CHEM149,MOL02,2025-05,46,new_sku,1
ORD0227,DIST002,CHEM007,MOL03,2025-04,62,demand_spike,0
ORD0228,DIST002,CHEM130,MOL01,2025-03,149,new_sku,1
ORD0229,DIST001,CHEM072,MOL03,2025-03,27,new_sku,1
ORD0230,DIST004,CHEM045,MOL05,2025-06,97,new_sku,1
ORD0231,DIST004,CHEM095,MOL02,2025-03,140,new_sku,1
ORD0232,DIST001,CHEM047,MOL05,2025-01,195,demand_spike,0
ORD0233,DIST004,CHEM038,MOL05,2025-02,273,new_sku,1
ORD0234,DIST002,CHEM099,MOL02,2025-06,245,routine,0
ORD0235,DIST001,CHEM054,MOL05,2025-06,196,routine,0
ORD0236,DIST004,CHEM068,MOL01,2025-01,105,new_sku,1
ORD0237,DIST005,CHEM103,MOL04,2025-03,263,new_sku,1
ORD0238,DIST004,CHEM060,MOL04,2025-06,219,new_sku,1
ORD0239,DIST001,CHEM068,MOL02,2025-05,242,new_sku,1
ORD0240,DIST005,CHEM074,MOL04,2025-04,181,demand_spike,0
ORD0241,DIST004,CHEM011,MOL01,2025-05,201,new_sku,1
ORD0242,DIST001,CHEM070,MOL03,2025-03,156,new_sku,1
ORD0243,DIST002,CHEM066,MOL05,2025-04,256,new_sku,1
ORD0244,DIST003,CHEM050,MOL05,2025-03,112,new_sku,1
ORD0245,DIST001,CHEM141,MOL01,2025-06,24,routine,0
ORD0246,DIST001,CHEM004,MOL04,2025-01,288,new_sku,1
ORD0247,DIST003,CHEM115,MOL03,2025-02,165,new_sku,1
ORD0248,DIST001,CHEM050,MOL01,2025-01,67,new_sku,1
ORD0249,DIST001,CHEM056,MOL05,2025-06,82,routine,0
ORD0250,DIST005,CHEM023,MOL05,2025-02,212,new_sku,1
ORD0251,DIST003,CHEM048,MOL01,2025-06,114,new_sku,1
ORD0252,DIST004,CHEM076,MOL04,2025-06,58,new_sku,1
ORD0253,DIST003,CHEM071,MOL04,2025-06,185,new_sku,1
ORD0254,DIST004,CHEM042,MOL01,2025-03,51,routine,0
ORD0255,DIST003,CHEM100,MOL03,2025-01,152,routine,0
ORD0256,DIST002,CHEM046,MOL04,2025-01,271,new_sku,1
ORD0257,DIST001,CHEM101,MOL02,2025-06,271,demand_spike,0
ORD0258,DIST005,CHEM037,MOL05,2025-04,131,new_sku,1
ORD0259,DIST001,CHEM028,MOL04,2025-06,152,routine,0
ORD0260,DIST004,CHEM009,MOL01,2025-01,148,new_sku,1
ORD0261,DIST001,CHEM005,MOL04,2025-02,20,new_sku,1
ORD0262,DIST004,CHEM100,MOL03,2025-02,188,routine,0
ORD0263,DIST004,CHEM148,MOL01,2025-05,271,new_sku,1
ORD0264,DIST005,CHEM112,MOL04,2025-06,55,new_sku,1
ORD0265,DIST001,CHEM058,MOL01,2025-04,266,new_sku,1
ORD0266,DIST003,CHEM146,MOL05,2025-03,190,routine,0
ORD0267,DIST003,CHEM103,MOL01,2025-06,66,new_sku,1
ORD0268,DIST003,CHEM137,MOL03,2025-01,255,routine,0
ORD0269,DIST004,CHEM052,MOL02,2025-05,40,routine,0
ORD0270,DIST001,CHEM049,MOL03,2025-06,219,routine,0
ORD0271,DIST002,CHEM092,MOL04,2025-01,244,new_sku,1
ORD0272,DIST005,CHEM036,MOL01,2025-02,32,routine,0
ORD0273,DIST005,CHEM062,MOL04,2025-04,52,new_sku,1
ORD0274,DIST001,CHEM079,MOL04,2025-05,250,new_sku,1
ORD0275,DIST001,CHEM010,MOL03,2025-01,192,new_sku,1
ORD0276,DIST004,CHEM104,MOL01,2025-02,287,new_sku,1
ORD0277,DIST001,CHEM138,MOL02,2025-06,139,routine,0
ORD0278,DIST004,CHEM010,MOL02,2025-04,29,new_sku,1
ORD0279,DIST001,CHEM012,MOL02,2025-06,86,routine,0
ORD0280,DIST004,CHEM045,MOL01,2025-03,69,new_sku,1
ORD0281,DIST001,CHEM044,MOL05,2025-01,74,new_sku,1
ORD0282,DIST001,CHEM128,MOL05,2025-05,132,new_sku,1
ORD0283,DIST003,CHEM052,MOL04,2025-03,225,routine,0
ORD0284,DIST003,CHEM031,MOL05,2025-05,90,new_sku,1
ORD0285,DIST003,CHEM055,MOL01,2025-05,108,new_sku,1
ORD0286,DIST004,CHEM017,MOL01,2025-03,92,new_sku,1
ORD0287,DIST004,CHEM044,MOL03,2025-05,104,demand_spike,0
ORD0288,DIST001,CHEM063,MOL05,2025-01,88,routine,0
ORD0289,DIST001,CHEM097,MOL02,2025-01,269,new_sku,1
ORD0290,DIST005,CHEM002,MOL01,2025-02,65,new_sku,1
ORD0291,DIST002,CHEM073,MOL04,2025-06,263,new_sku,1
ORD0292,DIST005,CHEM053,MOL02,2025-06,158,new_sku,1
ORD0293,DIST005,CHEM116,MOL04,2025-02,109,routine,0
ORD0294,DIST005,CHEM010,MOL05,2025-02,275,demand_spike,0
ORD0295,DIST001,CHEM023,MOL03,2025-03,234,new_sku,1
ORD0296,DIST005,CHEM143,MOL02,2025-02,80,new_sku,1
ORD0297,DIST005,CHEM025,MOL05,2025-03,296,new_sku,1
ORD0298,DIST003,CHEM057,MOL04,2025-06,126,new_sku,1
ORD0299,DIST004,CHEM014,MOL02,2025-01,96,routine,0
ORD0300,DIST001,CHEM128,MOL02,2025-02,42,routine,0
ORD0301,DIST003,CHEM094,MOL03,2025-02,242,new_sku,1
ORD0302,DIST001,CHEM086,MOL05,2025-04,42,new_sku,1
ORD0303,DIST001,CHEM014,MOL05,2025-02,100,routine,0
ORD0304,DIST002,CHEM125,MOL05,2025-01,56,routine,0
ORD0305,DIST004,CHEM114,MOL05,2025-05,186,new_sku,1
ORD0306,DIST003,CHEM051,MOL03,2025-02,76,new_sku,1
ORD0307,DIST002,CHEM059,MOL01,2025-02,231,new_sku,1
ORD0308,DIST005,CHEM097,MOL02,2025-01,261,routine,0
ORD0309,DIST002,CHEM125,MOL01,2025-04,94,new_sku,1
ORD0310,DIST002,CHEM117,MOL02,2025-04,211,new_sku,1
ORD0311,DIST003,CHEM118,MOL02,2025-06,203,routine,0
ORD0312,DIST005,CHEM052,MOL03,2025-02,36,routine,0
ORD0313,DIST004,CHEM016,MOL03,2025-02,76,routine,0
ORD0314,DIST002,CHEM118,MOL04,2025-02,195,new_sku,1
ORD0315,DIST005,CHEM076,MOL05,2025-02,107,routine,0
ORD0316,DIST005,CHEM142,MOL02,2025-01,230,new_sku,1
ORD0317,DIST004,CHEM126,MOL02,2025-05,262,new_sku,1
ORD0318,DIST002,CHEM072,MOL01,2025-06,239,routine,0
ORD0319,DIST005,CHEM064,MOL03,2025-04,133,new_sku,1
ORD0320,DIST001,CHEM039,MOL05,2025-01,233,new_sku,1
ORD0321,DIST001,CHEM011,MOL04,2025-06,278,routine,0
ORD0322,DIST001,CHEM109,MOL05,2025-04,265,routine,0
ORD0323,DIST005,CHEM116,MOL04,2025-02,62,routine,0
ORD0324,DIST003,CHEM004,MOL04,2025-02,87,demand_spike,0
ORD0325,DIST001,CHEM076,MOL02,2025-06,66,new_sku,1
ORD0326,DIST005,CHEM123,MOL03,2025-02,255,new_sku,1
ORD0327,DIST002,CHEM150,MOL01,2025-04,257,new_sku,1
ORD0328,DIST001,CHEM104,MOL02,2025-03,257,new_sku,1
ORD0329,DIST005,CHEM019,MOL04,2025-06,190,new_sku,1
ORD0330,DIST005,CHEM009,MOL03,2025-04,158,new_sku,1
ORD0331,DIST005,CHEM139,MOL05,2025-02,61,routine,0
ORD0332,DIST001,CHEM086,MOL01,2025-05,206,new_sku,1
ORD0333,DIST005,CHEM029,MOL04,2025-03,258,new_sku,1
ORD0334,DIST005,CHEM011,MOL03,2025-03,109,new_sku,1
ORD0335,DIST002,CHEM018,MOL05,2025-06,124,routine,0
ORD0336,DIST004,CHEM086,MOL02,2025-05,78,new_sku,1
ORD0337,DIST003,CHEM149,MOL02,2025-06,135,routine,0
ORD0338,DIST003,CHEM091,MOL03,2025-05,236,routine,0
ORD0339,DIST004,CHEM014,MOL01,2025-03,196,new_sku,1
ORD0340,DIST004,CHEM125,MOL05,2025-05,82,routine,0
ORD0341,DIST005,CHEM137,MOL05,2025-03,251,new_sku,1
ORD0342,DIST001,CHEM095,MOL01,2025-02,254,new_sku,1
ORD0343,DIST001,CHEM021,MOL04,2025-02,167,demand_spike,0
ORD0344,DIST002,CHEM028,MOL02,2025-03,77,demand_spike,0
ORD0345,DIST001,CHEM128,MOL02,2025-02,286,routine,0
ORD0346,DIST002,CHEM076,MOL04,2025-06,297,demand_spike,0
ORD0347,DIST001,CHEM122,MOL03,2025-04,247,new_sku,1
ORD0348,DIST002,CHEM075,MOL02,2025-01,31,new_sku,1
ORD0349,DIST003,CHEM134,MOL03,2025-04,195,new_sku,1
ORD0350,DIST005,CHEM125,MOL05,2025-06,291,routine,0
ORD0351,DIST003,CHEM114,MOL04,2025-03,87,new_sku,1
ORD0352,DIST003,CHEM044,MOL03,2025-02,267,routine,0
ORD0353,DIST003,CHEM074,MOL01,2025-02,200,new_sku,1
ORD0354,DIST005,CHEM117,MOL02,2025-05,102,routine,0
ORD0355,DIST002,CHEM074,MOL02,2025-02,98,new_sku,1
ORD0356,DIST005,CHEM061,MOL01,2025-01,182,new_sku,1
ORD0357,DIST002,CHEM033,MOL04,2025-03,209,new_sku,1
ORD0358,DIST003,CHEM053,MOL05,2025-06,37,new_sku,1
ORD0359,DIST005,CHEM089,MOL02,2025-03,249,new_sku,1
ORD0360,DIST001,CHEM042,MOL05,2025-03,82,new_sku,1
ORD0361,DIST003,CHEM104,MOL04,2025-02,254,demand_spike,0
ORD0362,DIST005,CHEM040,MOL01,2025-06,299,new_sku,1
ORD0363,DIST005,CHEM085,MOL03,2025-04,168,new_sku,1
ORD0364,DIST003,CHEM038,MOL05,2025-06,246,routine,0
ORD0365,DIST005,CHEM029,MOL04,2025-01,91,routine,0
ORD0366,DIST005,CHEM030,MOL03,2025-01,225,routine,0
ORD0367,DIST003,CHEM057,MOL04,2025-03,67,routine,0
ORD0368,DIST005,CHEM015,MOL05,2025-06,119,routine,0
ORD0369,DIST001,CHEM135,MOL02,2025-03,120,routine,0
ORD0370,DIST005,CHEM022,MOL05,2025-04,64,new_sku,1
ORD0371,DIST005,CHEM101,MOL02,2025-04,182,routine,0
ORD0372,DIST004,CHEM131,MOL01,2025-06,204,new_sku,1
ORD0373,DIST003,CHEM038,MOL04,2025-03,217,routine,0
ORD0374,DIST003,CHEM004,MOL03,2025-03,199,routine,0
ORD0375,DIST004,CHEM115,MOL05,2025-01,130,new_sku,1
ORD0376,DIST004,CHEM107,MOL04,2025-03,103,new_sku,1
ORD0377,DIST002,CHEM107,MOL02,2025-05,64,new_sku,1
ORD0378,DIST003,CHEM054,MOL03,2025-04,288,new_sku,1
ORD0379,DIST001,CHEM017,MOL05,2025-04,65,new_sku,1
ORD0380,DIST005,CHEM105,MOL03,2025-04,109,new_sku,1
ORD0381,DIST002,CHEM119,MOL05,2025-02,122,new_sku,1
ORD0382,DIST001,CHEM098,MOL03,2025-05,271,routine,0
ORD0383,DIST005,CHEM078,MOL05,2025-03,272,routine,0
ORD0384,DIST002,CHEM119,MOL02,2025-01,21,new_sku,1
ORD0385,DIST001,CHEM068,MOL03,2025-06,261,routine,0
ORD0386,DIST002,CHEM074,MOL04,2025-02,271,demand_spike,0
ORD0387,DIST001,CHEM008,MOL01,2025-03,272,new_sku,1
ORD0388,DIST003,CHEM093,MOL05,2025-04,243,new_sku,1
ORD0389,DIST005,CHEM122,MOL01,2025-03,282,routine,0
ORD0390,DIST002,CHEM005,MOL03,2025-02,49,routine,0
