rep_id,doctor_id,molecule_id,month,hybrid_score,rank,days_since_last_visit,overdue_high_value,untapped_opportunity,urgent_intervention,nurture_new_prescriber,rep_overloaded
REP007,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,1
REP010,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,0
REP005,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,1
REP003,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,1
REP002,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,0
REP004,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,1
REP006,DOC003,MOL01,2025-01,63.04888152444076,8,0,0,0,0,0,1
REP005,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP001,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP006,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP009,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP003,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP004,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP007,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,1
REP008,DOC026,MOL01,2025-01,62.23055120979093,9,10,0,0,0,1,0
REP010,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,0
REP007,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,1
REP009,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,1
REP001,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,1
REP004,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,1
REP006,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,1
REP005,DOC045,MOL01,2025-01,56.34447363422071,10,14,0,0,0,1,1
REP008,DOC023,MOL01,2025-01,56.03590329226053,11,8,0,0,0,1,0
REP007,DOC023,MOL01,2025-01,56.03590329226053,11,8,0,0,0,1,1
REP004,DOC023,MOL01,2025-01,56.03590329226053,11,8,0,0,0,1,1
REP006,DOC023,MOL01,2025-01,56.03590329226053,11,8,0,0,0,1,1
REP002,DOC023,MOL01,2025-01,56.03590329226053,11,8,0,0,0,1,0
REP010,DOC023,MOL01,2025-01,56.03590329226053,11,8,0,0,0,1,0
REP006,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,1
REP005,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,1
REP010,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,0
REP002,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,0
REP009,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,1
REP001,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,1
REP007,DOC032,MOL01,2025-01,53.16960712245369,12,14,0,0,0,1,1
REP008,DOC030,MOL01,2025-01,49.642369843935,13,5,0,0,0,0,0
REP001,DOC030,MOL01,2025-01,49.642369843935,13,5,0,0,0,0,1
REP004,DOC030,MOL01,2025-01,49.642369843935,13,5,0,0,0,0,1
REP009,DOC030,MOL01,2025-01,49.642369843935,13,5,0,0,0,0,1
REP010,DOC030,MOL01,2025-01,49.642369843935,13,5,0,0,0,0,0
REP005,DOC030,MOL01,2025-01,49.642369843935,13,5,0,0,0,0,1
REP004,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,1
REP005,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,1
REP002,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,0
REP001,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,1
REP009,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,1
REP006,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,1
REP007,DOC017,MOL01,2025-01,46.147473073736535,14,11,0,0,0,1,1
REP002,DOC029,MOL01,2025-01,45.90833652116124,15,47,0,0,0,1,0
REP009,DOC029,MOL01,2025-01,45.90833652116124,15,47,0,0,0,1,1
REP003,DOC029,MOL01,2025-01,45.90833652116124,15,47,0,0,0,1,1
REP005,DOC029,MOL01,2025-01,45.90833652116124,15,47,0,0,0,1,1
REP004,DOC031,MOL01,2025-01,40.67937033968518,16,6,0,0,0,0,1
REP003,DOC031,MOL01,2025-01,40.67937033968518,16,6,0,0,0,0,1
REP007,DOC031,MOL01,2025-01,40.67937033968518,16,6,0,0,0,0,1
REP010,DOC031,MOL01,2025-01,40.67937033968518,16,6,0,0,0,0,0
REP006,DOC031,MOL01,2025-01,40.67937033968518,16,6,0,0,0,0,1
REP007,DOC049,MOL01,2025-01,32.34650312794156,17,11,0,0,0,1,1
REP002,DOC049,MOL01,2025-01,32.34650312794156,17,11,0,0,0,1,0
REP006,DOC049,MOL01,2025-01,32.34650312794156,17,11,0,0,0,1,1
REP003,DOC049,MOL01,2025-01,32.34650312794156,17,11,0,0,0,1,1
REP004,DOC049,MOL01,2025-01,32.34650312794156,17,11,0,0,0,1,1
REP002,DOC033,MOL01,2025-01,31.506737822478364,18,8,0,0,0,1,0
REP003,DOC033,MOL01,2025-01,31.506737822478364,18,8,0,0,0,1,1
REP009,DOC033,MOL01,2025-01,31.506737822478364,18,8,0,0,0,1,1
REP010,DOC033,MOL01,2025-01,31.506737822478364,18,8,0,0,0,1,0
REP007,DOC033,MOL01,2025-01,31.506737822478364,18,8,0,0,0,1,1
REP001,DOC033,MOL01,2025-01,31.506737822478364,18,8,0,0,0,1,1
REP002,DOC015,MOL01,2025-01,28.73928335650472,19,0,0,0,0,0,0
REP007,DOC015,MOL01,2025-01,28.73928335650472,19,0,0,0,0,0,1
REP001,DOC015,MOL01,2025-01,28.73928335650472,19,0,0,0,0,0,1
REP006,DOC015,MOL01,2025-01,28.73928335650472,19,0,0,0,0,0,1
REP003,DOC015,MOL01,2025-01,28.73928335650472,19,0,0,0,0,0,1
REP009,DOC046,MOL01,2025-01,27.67847405609028,20,9,0,0,0,1,1
REP003,DOC046,MOL01,2025-01,27.67847405609028,20,9,0,0,0,1,1
REP005,DOC046,MOL01,2025-01,27.67847405609028,20,9,0,0,0,1,1
REP002,DOC046,MOL01,2025-01,27.67847405609028,20,9,0,0,0,1,0
REP001,DOC046,MOL01,2025-01,27.67847405609028,20,9,0,0,0,1,1
REP010,DOC046,MOL01,2025-01,27.67847405609028,20,9,0,0,0,1,0
REP010,DOC001,MOL01,2025-01,27.387094729148053,21,12,0,0,0,1,0
REP002,DOC001,MOL01,2025-01,27.387094729148053,21,12,0,0,0,1,0
REP006,DOC001,MOL01,2025-01,27.387094729148053,21,12,0,0,0,1,1
REP007,DOC001,MOL01,2025-01,27.387094729148053,21,12,0,0,0,1,1
REP005,DOC001,MOL01,2025-01,27.387094729148053,21,12,0,0,0,1,1
REP008,DOC001,MOL01,2025-01,27.387094729148053,21,12,0,0,0,1,0
REP006,DOC027,MOL01,2025-01,26.014913007456503,22,1,0,0,0,0,1
REP009,DOC027,MOL01,2025-01,26.014913007456503,22,1,0,0,0,0,1
REP008,DOC027,MOL01,2025-01,26.014913007456503,22,1,0,0,0,0,0
REP007,DOC027,MOL01,2025-01,26.014913007456503,22,1,0,0,0,0,1
REP010,DOC027,MOL01,2025-01,26.014913007456503,22,1,0,0,0,0,0
REP006,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,1
REP005,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,1
REP009,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,1
REP003,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,1
REP007,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,1
REP001,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,1
REP008,DOC010,MOL01,2025-01,25.98426268792088,23,0,0,0,0,0,0
REP005,DOC028,MOL01,2025-01,22.486266036602203,24,72,0,0,0,1,1
REP006,DOC028,MOL01,2025-01,22.486266036602203,24,72,0,0,0,1,1
REP008,DOC028,MOL01,2025-01,22.486266036602203,24,72,0,0,0,1,0
REP003,DOC028,MOL01,2025-01,22.486266036602203,24,72,0,0,0,1,1
REP001,DOC028,MOL01,2025-01,22.486266036602203,24,72,0,0,0,1,1
REP007,DOC028,MOL01,2025-01,22.486266036602203,24,72,0,0,0,1,1
REP010,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,0
REP002,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,0
REP009,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,1
REP006,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,1
REP004,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,1
REP005,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,1
REP003,DOC007,MOL01,2025-01,20.29826014913008,25,7,0,0,0,0,1
REP010,DOC050,MOL01,2025-01,18.6070303699058,26,23,0,0,0,1,0
REP007,DOC050,MOL01,2025-01,18.6070303699058,26,23,0,0,0,1,1
REP004,DOC050,MOL01,2025-01,18.6070303699058,26,23,0,0,0,1,1
REP009,DOC050,MOL01,2025-01,18.6070303699058,26,23,0,0,0,1,1
REP003,DOC050,MOL01,2025-01,18.6070303699058,26,23,0,0,0,1,1
REP006,DOC050,MOL01,2025-01,18.6070303699058,26,23,0,0,0,1,1
REP009,DOC042,MOL01,2025-01,18.42098369439468,27,5,0,0,0,0,1
REP002,DOC042,MOL01,2025-01,18.42098369439468,27,5,0,0,0,0,0
REP001,DOC042,MOL01,2025-01,18.42098369439468,27,5,0,0,0,0,1
REP007,DOC042,MOL01,2025-01,18.42098369439468,27,5,0,0,0,0,1
REP006,DOC042,MOL01,2025-01,18.42098369439468,27,5,0,0,0,0,1
REP004,DOC014,MOL01,2025-01,10.35625517812759,28,9,0,0,0,1,1
REP009,DOC014,MOL01,2025-01,10.35625517812759,28,9,0,0,0,1,1
REP001,DOC014,MOL01,2025-01,10.35625517812759,28,9,0,0,0,1,1
REP006,DOC014,MOL01,2025-01,10.35625517812759,28,9,0,0,0,1,1
REP003,DOC014,MOL01,2025-01,10.35625517812759,28,9,0,0,0,1,1
REP008,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,0
REP006,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,1
REP002,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,0
REP003,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,1
REP007,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,1
REP010,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,0
REP009,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,1
REP004,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,1
REP001,DOC025,MOL01,2025-01,5.965202982601491,29,2,0,0,0,0,1
REP005,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,1
REP007,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,1
REP001,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,1
REP008,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,0
REP009,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,1
REP002,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,0
REP006,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,1
REP004,DOC011,MOL01,2025-01,0.0,30,11,0,0,0,0,1
REP005,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,1
REP007,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,1
REP001,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,1
REP008,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,0
REP009,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,1
REP002,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,0
REP006,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,1
REP004,DOC011,MOL01,2025-02,100.0,1,11,0,0,0,0,1
REP009,DOC035,MOL01,2025-02,87.42065781881132,2,61,1,0,0,1,1
REP003,DOC035,MOL01,2025-02,87.42065781881132,2,61,1,0,0,1,1
REP008,DOC035,MOL01,2025-02,87.42065781881132,2,61,1,0,0,1,0
REP004,DOC035,MOL01,2025-02,87.42065781881132,2,61,1,0,0,1,1
REP006,DOC035,MOL01,2025-02,87.42065781881132,2,61,1,0,0,1,1
REP010,DOC035,MOL01,2025-02,87.42065781881132,2,61,1,0,0,1,0
REP006,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,1
REP005,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,1
REP010,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,0
REP002,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,0
REP009,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,1
REP001,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,1
REP007,DOC032,MOL01,2025-02,57.78762779755249,3,14,0,0,0,0,1
REP010,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,0
REP007,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,1
REP009,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,1
REP001,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,1
REP004,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,1
REP006,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,1
REP005,DOC045,MOL01,2025-02,56.49360408495239,4,14,0,0,0,0,1
REP002,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,0
REP010,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,0
REP009,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,1
REP003,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,1
REP006,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,1
REP007,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,1
REP004,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,1
REP001,DOC021,MOL01,2025-02,56.08770917484132,5,14,0,0,0,1,1
REP005,DOC016,MOL01,2025-02,54.63654629331225,6,21,0,0,0,0,1
REP006,DOC016,MOL01,2025-02,54.63654629331225,6,21,0,0,0,0,1
REP009,DOC016,MOL01,2025-02,54.63654629331225,6,21,0,0,0,0,1
REP003,DOC016,MOL01,2025-02,54.63654629331225,6,21,0,0,0,0,1
REP001,DOC016,MOL01,2025-02,54.63654629331225,6,21,0,0,0,0,1
REP010,DOC016,MOL01,2025-02,54.63654629331225,6,21,0,0,0,0,0
REP004,DOC014,MOL01,2025-02,46.393537218695904,7,9,0,0,0,0,1
REP009,DOC014,MOL01,2025-02,46.393537218695904,7,9,0,0,0,0,1
REP001,DOC014,MOL01,2025-02,46.393537218695904,7,9,0,0,0,0,1
REP006,DOC014,MOL01,2025-02,46.393537218695904,7,9,0,0,0,0,1
REP003,DOC014,MOL01,2025-02,46.393537218695904,7,9,0,0,0,0,1
REP010,DOC050,MOL01,2025-02,40.00852912486605,8,23,0,0,0,0,0
REP007,DOC050,MOL01,2025-02,40.00852912486605,8,23,0,0,0,0,1
REP004,DOC050,MOL01,2025-02,40.00852912486605,8,23,0,0,0,0,1
REP009,DOC050,MOL01,2025-02,40.00852912486605,8,23,0,0,0,0,1
REP003,DOC050,MOL01,2025-02,40.00852912486605,8,23,0,0,0,0,1
REP006,DOC050,MOL01,2025-02,40.00852912486605,8,23,0,0,0,0,1
REP005,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP001,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP006,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP009,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP003,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP004,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP007,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,1
REP008,DOC026,MOL01,2025-02,37.68929823761998,9,10,0,0,0,0,0
REP005,DOC028,MOL01,2025-02,35.92012359637273,10,72,1,0,0,0,1
REP006,DOC028,MOL01,2025-02,35.92012359637273,10,72,1,0,0,0,1
REP008,DOC028,MOL01,2025-02,35.92012359637273,10,72,1,0,0,0,0
REP003,DOC028,MOL01,2025-02,35.92012359637273,10,72,1,0,0,0,1
REP001,DOC028,MOL01,2025-02,35.92012359637273,10,72,1,0,0,0,1
REP007,DOC028,MOL01,2025-02,35.92012359637273,10,72,1,0,0,0,1
REP008,DOC023,MOL01,2025-02,35.24186765546639,11,8,0,0,0,0,0
REP007,DOC023,MOL01,2025-02,35.24186765546639,11,8,0,0,0,0,1
REP004,DOC023,MOL01,2025-02,35.24186765546639,11,8,0,0,0,0,1
REP006,DOC023,MOL01,2025-02,35.24186765546639,11,8,0,0,0,0,1
REP002,DOC023,MOL01,2025-02,35.24186765546639,11,8,0,0,0,0,0
REP010,DOC023,MOL01,2025-02,35.24186765546639,11,8,0,0,0,0,0
REP008,DOC041,MOL01,2025-02,34.586350476717456,12,19,0,0,0,0,0
REP007,DOC041,MOL01,2025-02,34.586350476717456,12,19,0,0,0,0,1
REP003,DOC041,MOL01,2025-02,34.586350476717456,12,19,0,0,0,0,1
REP006,DOC041,MOL01,2025-02,34.586350476717456,12,19,0,0,0,0,1
REP004,DOC006,MOL01,2025-02,33.41027120600116,13,1,0,0,0,0,1
REP008,DOC006,MOL01,2025-02,33.41027120600116,13,1,0,0,0,0,0
REP010,DOC006,MOL01,2025-02,33.41027120600116,13,1,0,0,0,0,0
REP001,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,1
REP003,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,1
REP009,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,1
REP006,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,1
REP007,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,1
REP005,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,1
REP002,DOC034,MOL01,2025-02,33.41027120600116,13,6,0,0,0,0,0
REP006,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,1
REP005,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,1
REP009,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,1
REP003,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,1
REP007,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,1
REP001,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,1
REP008,DOC010,MOL01,2025-02,30.023053995087945,15,0,0,0,0,0,0
REP007,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,1
REP010,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,0
REP005,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,1
REP003,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,1
REP002,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,0
REP004,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,1
REP006,DOC003,MOL01,2025-02,27.524523946912872,16,0,0,0,0,0,1
REP009,DOC046,MOL01,2025-02,27.431783572211227,17,9,0,0,0,0,1
REP003,DOC046,MOL01,2025-02,27.431783572211227,17,9,0,0,0,0,1
REP005,DOC046,MOL01,2025-02,27.431783572211227,17,9,0,0,0,0,1
REP002,DOC046,MOL01,2025-02,27.431783572211227,17,9,0,0,0,0,0
REP001,DOC046,MOL01,2025-02,27.431783572211227,17,9,0,0,0,0,1
REP010,DOC046,MOL01,2025-02,27.431783572211227,17,9,0,0,0,0,0
REP002,DOC029,MOL01,2025-02,25.56176868933437,18,47,0,0,0,0,0
REP009,DOC029,MOL01,2025-02,25.56176868933437,18,47,0,0,0,0,1
REP003,DOC029,MOL01,2025-02,25.56176868933437,18,47,0,0,0,0,1
REP005,DOC029,MOL01,2025-02,25.56176868933437,18,47,0,0,0,0,1
REP007,DOC049,MOL01,2025-02,23.41156879754366,19,11,0,0,0,0,1
REP002,DOC049,MOL01,2025-02,23.41156879754366,19,11,0,0,0,0,0
REP006,DOC049,MOL01,2025-02,23.41156879754366,19,11,0,0,0,0,1
REP003,DOC049,MOL01,2025-02,23.41156879754366,19,11,0,0,0,0,1
REP004,DOC049,MOL01,2025-02,23.41156879754366,19,11,0,0,0,0,1
REP007,DOC020,MOL01,2025-02,20.31159838430468,20,9,0,0,0,0,1
REP008,DOC020,MOL01,2025-02,20.31159838430468,20,9,0,0,0,0,0
REP004,DOC020,MOL01,2025-02,20.31159838430468,20,9,0,0,0,0,1
REP006,DOC020,MOL01,2025-02,20.31159838430468,20,9,0,0,0,0,1
REP005,DOC020,MOL01,2025-02,20.31159838430468,20,9,0,0,0,0,1
REP009,DOC042,MOL01,2025-02,18.655856188762748,21,5,0,0,0,0,1
REP002,DOC042,MOL01,2025-02,18.655856188762748,21,5,0,0,0,0,0
REP001,DOC042,MOL01,2025-02,18.655856188762748,21,5,0,0,0,0,1
REP007,DOC042,MOL01,2025-02,18.655856188762748,21,5,0,0,0,0,1
REP006,DOC042,MOL01,2025-02,18.655856188762748,21,5,0,0,0,0,1
REP010,DOC001,MOL01,2025-02,17.52114725387725,22,12,0,0,0,0,0
REP002,DOC001,MOL01,2025-02,17.52114725387725,22,12,0,0,0,0,0
REP006,DOC001,MOL01,2025-02,17.52114725387725,22,12,0,0,0,0,1
REP007,DOC001,MOL01,2025-02,17.52114725387725,22,12,0,0,0,0,1
REP005,DOC001,MOL01,2025-02,17.52114725387725,22,12,0,0,0,0,1
REP008,DOC001,MOL01,2025-02,17.52114725387725,22,12,0,0,0,0,0
REP002,DOC015,MOL01,2025-02,15.337935441428456,23,0,0,0,0,0,0
REP007,DOC015,MOL01,2025-02,15.337935441428456,23,0,0,0,0,0,1
REP001,DOC015,MOL01,2025-02,15.337935441428456,23,0,0,0,0,0,1
REP006,DOC015,MOL01,2025-02,15.337935441428456,23,0,0,0,0,0,1
REP003,DOC015,MOL01,2025-02,15.337935441428456,23,0,0,0,0,0,1
REP002,DOC022,MOL01,2025-02,14.714368147720716,24,0,0,0,0,0,0
REP001,DOC022,MOL01,2025-02,14.714368147720716,24,0,0,0,0,0,1
REP006,DOC022,MOL01,2025-02,14.714368147720716,24,0,0,0,0,0,1
REP007,DOC022,MOL01,2025-02,14.714368147720716,24,0,0,0,0,0,1
REP004,DOC022,MOL01,2025-02,14.714368147720716,24,0,0,0,0,0,1
REP008,DOC030,MOL01,2025-02,12.80049641543812,25,5,0,0,0,0,0
REP001,DOC030,MOL01,2025-02,12.80049641543812,25,5,0,0,0,0,1
REP004,DOC030,MOL01,2025-02,12.80049641543812,25,5,0,0,0,0,1
REP009,DOC030,MOL01,2025-02,12.80049641543812,25,5,0,0,0,0,1
REP010,DOC030,MOL01,2025-02,12.80049641543812,25,5,0,0,0,0,0
REP005,DOC030,MOL01,2025-02,12.80049641543812,25,5,0,0,0,0,1
REP007,DOC012,MOL01,2025-02,11.944604731679169,26,13,0,0,0,1,1
REP001,DOC012,MOL01,2025-02,11.944604731679169,26,13,0,0,0,1,1
REP002,DOC033,MOL01,2025-02,10.292909712465384,27,8,0,0,0,0,0
REP003,DOC033,MOL01,2025-02,10.292909712465384,27,8,0,0,0,0,1
REP009,DOC033,MOL01,2025-02,10.292909712465384,27,8,0,0,0,0,1
REP010,DOC033,MOL01,2025-02,10.292909712465384,27,8,0,0,0,0,0
REP007,DOC033,MOL01,2025-02,10.292909712465384,27,8,0,0,0,0,1
REP001,DOC033,MOL01,2025-02,10.292909712465384,27,8,0,0,0,0,1
REP006,DOC027,MOL01,2025-02,10.271206001154068,28,1,0,0,0,0,1
REP009,DOC027,MOL01,2025-02,10.271206001154068,28,1,0,0,0,0,1
REP008,DOC027,MOL01,2025-02,10.271206001154068,28,1,0,0,0,0,0
